Y house price of unit area,No,X1 transaction date,X2 house age,X3 distance to the nearest MRT station,X4 number of convenience stores,X5 latitude,X6 longitude
270000000,53,2013-06-01 00:00:00,32.1,1438.579,3,24.97419,121.5175
379000000,346,2012-08-01 00:00:00,0.0,185.4296,0,24.9711,121.5317
406000000,265,2013-02-01 00:00:00,32.6,493.657,7,24.96968,121.54522
414000000,242,2013-06-01 00:00:00,13.7,250.631,7,24.96606,121.54297
238000000,14,2012-08-01 00:00:00,20.4,2469.645,4,24.96108,121.51046
273000000,316,2012-12-01 00:00:00,15.6,1756.411,2,24.9832,121.51812
480000000,89,2012-11-01 00:00:00,8.9,1406.43,0,24.98573,121.52758
293000000,274,2013-05-01 00:00:00,13.2,170.1289,1,24.97371,121.52984
736000000,167,2013-05-01 00:00:00,0.0,292.9978,6,24.97744,121.54458
236000000,329,2012-09-01 00:00:00,15.9,1497.713,3,24.97003,121.51696
223000000,408,2012-12-01 00:00:00,5.2,2408.993,0,24.95505,121.55964
422000000,135,2012-08-01 00:00:00,33.4,186.9686,6,24.96604,121.54211
502000000,307,2013-06-01 00:00:00,14.4,169.9803,1,24.97369,121.52979
322000000,398,2013-05-01 00:00:00,13.1,1164.838,4,24.99156,121.53406
269000000,320,2013-03-01 00:00:00,34.6,272.6783,5,24.95562,121.53872
482000000,244,2013-05-01 00:00:00,32.8,204.1705,8,24.98236,121.53923
517000000,55,2012-12-01 00:00:00,16.1,289.3248,5,24.98203,121.54348
480000000,364,2013-06-01 00:00:00,32.3,109.9455,10,24.98182,121.54086
442000000,51,2013-05-01 00:00:00,21.7,512.5487,4,24.974,121.53842
452000000,175,2013-05-01 00:00:00,4.3,432.0385,7,24.9805,121.53778
205000000,190,2012-11-01 00:00:00,16.3,4066.587,0,24.94297,121.50342
406000000,412,2013-03-01 00:00:00,18.8,390.9696,7,24.97923,121.53986
220000000,188,2012-12-01 00:00:00,8.9,3078.176,0,24.95464,121.56627
235000000,170,2013-05-01 00:00:00,8.4,1962.628,1,24.95468,121.55481
226000000,59,2013-06-01 00:00:00,30.3,4510.359,1,24.94925,121.49542
134000000,49,2013-05-01 00:00:00,24.2,4605.749,0,24.94684,121.49578
412000000,345,2013-06-01 00:00:00,34.6,3085.17,0,24.998,121.5155
393000000,236,2012-09-01 00:00:00,12.9,250.631,7,24.96606,121.54297
527000000,253,2012-09-01 00:00:00,5.9,90.45606,9,24.97433,121.5431
516000000,22,2013-05-01 00:00:00,10.5,279.1726,7,24.97528,121.54541
428000000,314,2013-03-01 00:00:00,8.3,104.8101,5,24.96674,121.54067
578000000,161,2012-11-01 00:00:00,3.5,49.66105,8,24.95836,121.53756
340000000,277,2012-12-01 00:00:00,19.1,461.1016,5,24.95425,121.5399
378000000,192,2013-02-01 00:00:00,13.2,750.0704,2,24.97371,121.54951
466000000,386,2012-12-01 00:00:00,18.3,82.88643,10,24.983,121.54026
425000000,294,2012-08-01 00:00:00,12.6,383.2805,7,24.96735,121.54464
466000000,344,2012-12-01 00:00:00,33.5,563.2854,8,24.98223,121.53597
439000000,258,2013-03-01 00:00:00,17.3,444.1334,1,24.97501,121.5273
530000000,309,2013-05-01 00:00:00,16.4,289.3248,5,24.98203,121.54348
397000000,150,2012-08-01 00:00:00,34.9,179.4538,8,24.97349,121.54245
375000000,131,2013-03-01 00:00:00,29.6,535.527,8,24.98092,121.53653
447000000,152,2013-06-01 00:00:00,4.9,387.7721,9,24.98118,121.53788
247000000,360,2013-06-01 00:00:00,5.6,2408.993,0,24.95505,121.55964
622000000,100,2013-05-01 00:00:00,6.4,90.45606,9,24.97433,121.5431
415000000,373,2012-12-01 00:00:00,33.9,157.6052,7,24.96628,121.54196
183000000,88,2013-06-01 00:00:00,16.9,4066.587,0,24.94297,121.50342
128000000,331,2012-12-01 00:00:00,32.0,1156.777,0,24.94935,121.53046
209000000,215,2013-06-01 00:00:00,18.1,1783.18,3,24.96731,121.51486
480000000,122,2013-06-01 00:00:00,13.6,492.2313,5,24.96515,121.53737
639000000,414,2013-06-01 00:00:00,6.5,90.45606,9,24.97433,121.5431
293000000,21,2013-05-01 00:00:00,4.5,2275.877,3,24.96314,121.51151
443000000,189,2012-11-01 00:00:00,34.8,190.0392,8,24.97707,121.54312
408000000,72,2012-12-01 00:00:00,35.5,640.7391,3,24.97563,121.53715
471000000,107,2012-12-01 00:00:00,17.2,189.5181,8,24.97707,121.54308
1175000000,271,2013-03-01 00:00:00,10.8,252.5822,1,24.9746,121.53046
537000000,349,2012-09-01 00:00:00,4.6,259.6607,6,24.97585,121.54516
544000000,103,2012-12-01 00:00:00,1.1,193.5845,6,24.96571,121.54089
